id,time,user,msg
0,14:22:44,testrunnerice,test
1435,14:46:48,moszamos098,P1+: Fight
1448,14:47:01,nineria_nananai,You belong in the museum!
1452,14:47:04,nineria_nananai,you belong in the museum!
1459,14:47:12,tsunji_b3,P2-:Loser!
1463,14:47:16,guymay1702,P1+:fighting
1464,14:47:17,toodthaiindy,P1+: fight
1473,14:47:26,nineria_nananai,P1+: You belong in the museum!
1473,14:47:26,guymay1702,P1+:kill him
1476,14:47:29,pankornza,-P1-: Loser
1479,14:47:32,toodthaiindy,P2-: just give up
1480,14:47:33,tsunji_b3,P1+:Go with the flow
1481,14:47:34,mrforzechy,P1+:WIN
1482,14:47:35,moszamos098,P1+: Fight !
1482,14:47:35,pankornza,-P1-: Loser boy
1484,14:47:37,toodthaiindy,P2-: no
1487,14:47:40,toodthaiindy,P2-: die
1490,14:47:43,pankornza,-P1-: Loser dude
1491,14:47:44,moszamos098,P1+: WP
1493,14:47:46,toodthaiindy,P2-: die die die!
1500,14:47:54,tsunji_b3,P2-:Just stop moving
1501,14:47:55,pankornza,-P1-: Loser guy
1501,14:47:55,toodthaiindy,P2-: die die die
1502,14:47:56,mrforzechy,P2-:LOSE
1502,14:47:56,moszamos098,P1+: Fight!!
1507,14:48:01,nineria_nananai,P1+:
1509,14:48:03,guymay1702,P1+:kick
1512,14:48:06,moszamos098,P1+: this ez win
1514,14:48:08,tsunji_b3,P1+:Murder
1514,14:48:09,toodthaiindy,P1+: plz win this game
1515,14:48:09,guymay1702,P1+:fight
1515,14:48:09,nineria_nananai,P2-:
1518,14:48:12,mrforzechy,P1+:let's go
1519,14:48:13,moszamos098,P1+: Fight!!!!!!
1520,14:48:14,toodthaiindy,P1+: let's gpppp
1522,14:48:16,copper_coyn,P1+: fighting!!
1524,14:48:18,guymay1702,P1+:win this game
1525,14:48:19,tsunji_b3,P1+: Look at the move
1526,14:48:20,moszamos098,P1+: Give power
1527,14:48:22,toodthaiindy,P1+: Good fight
1528,14:48:22,mrforzechy,P1+:final move
1531,14:48:25,guymay1702,P1+:let go
1531,14:48:26,nineria_nananai,P2-: Hungry!!!!
1532,14:48:26,copper_coyn,P1-: go go
1534,14:48:28,toodthaiindy,P1+: kill him
1535,14:48:29,moszamos098,P1+: win this game
1537,14:48:31,tsunji_b3,P2-:DIE INSECT
1538,14:48:32,guymay1702,P1+:kill kill
1542,14:48:36,moszamos098,P1+: kill him
1546,14:48:40,tsunji_b3,P1+:Pog
1551,14:48:45,toodthaiindy,P2-: just leave this game
1552,14:48:47,moszamos098,P1+: Fight !
1554,14:48:48,tsunji_b3,P1+:Nice counter
1556,14:48:51,copper_coyn,P1+:  Hum big
1557,14:48:51,toodthaiindy,P2-: give uppppppppppp
1561,14:48:56,tsunji_b3,P2-:Stop inting
1563,14:48:57,moszamos098,P1+: Fight!!!
1568,14:49:02,nineria_nananai,P1+: ++++
1572,14:49:06,toodthaiindy,P1+: fighting!!!!!
1575,14:49:09,moszamos098,P1+: let's go
1575,14:49:09,tsunji_b3,P2-:You can't win this
1580,14:49:15,moszamos098,P1+: Fight!!!!!
1581,14:49:16,toodthaiindy,P1+: you can do this
1582,14:49:17,kipsoo6,P1+: fighting!
1583,14:49:19,tsunji_b3,P1+:Nice combo
1589,14:49:24,moszamos098,P1+: you ez win
1589,14:49:24,pankornza,-P1-: bobo
1590,14:49:26,nineria_nananai,P2-: In your face!
1592,14:49:28,tsunji_b3,P1+:Auto E Q
1599,14:49:36,moszamos098,P1+: this ez game
1599,14:49:36,guymay1702,P1+:kill
1602,14:49:39,nineria_nananai,P2-: Nerf
1604,14:49:41,tsunji_b3,P1+:E Auto E
1605,14:49:42,guymay1702,P1+:gg ez
1607,14:49:44,moszamos098,P1+: Fight!
1613,14:49:49,guymay1702,P1+:win the game
1614,14:49:51,moszamos098,P1+: auto kick
1616,14:49:53,nineria_nananai,P1+: Spam!
1617,14:49:53,guymay1702,P1+:fight
1617,14:49:54,tsunji_b3,P2-:Stop moving
1621,14:49:58,toodthaiindy,P2-: go die
1623,14:50:00,guymay1702,P1+:fighting
1624,14:50:01,moszamos098,P1+: moving fast
1628,14:50:05,guymay1702,P1+:kick
1630,14:50:06,toodthaiindy,P2-: stop
1632,14:50:08,tsunji_b3,P1+:Nice dodge
1635,14:50:11,moszamos098,P1+: Fighting!!!
1635,14:50:12,guymay1702,P1+:go
1641,14:50:18,toodthaiindy,P2-: stop it!!!!
1644,14:50:20,moszamos098,P1+: nice play
1647,14:50:23,guymay1702,P1+:just kill him
1650,14:50:27,guymay1702,P1+:nice
1653,14:50:31,nineria_nananai,P1+: Use 9mm
1654,14:50:32,kipsoo6,https://docs.google.com/spreadsheets/d/12x_ZHjjiXNZAkQSJKWsBdHhp_49Gl04nG-LVDhK3SlI/edit?fbclid=IwAR3FiJ1wIMJk2tfb1sDZKb5PK6skh-UlDI6dxG78kY8fpSTBtZDY1fcskV0#gid=1658496338
1666,14:50:45,toodthaiindy,P1+: fight
1668,14:50:47,moszamos098,P1+: Fight!!
1669,14:50:48,toodthaiindy,P1+: test
1670,14:50:49,nineria_nananai,P1+: Text
1671,14:50:50,toodthaiindy,P1+: go
1673,14:50:52,moszamos098,P1+: Fight more
1674,14:50:53,toodthaiindy,P1+: lets
1674,14:50:53,tsunji_b3,P1+:GO
1675,14:50:54,pankornza,-P1-: go back
1676,14:50:55,kipsoo6,P1+: Fighting!
1677,14:50:56,toodthaiindy,P1+: gg
1680,14:50:59,toodthaiindy,P1+: fight
1681,14:51:00,mrforzechy,P1+: win this time
1681,14:51:00,tsunji_b3,P2-:Sadge
1681,14:51:00,moszamos098,P1+: Fight!!!!!!
1684,14:51:03,nineria_nananai,P1+:
1685,14:51:04,tsunji_b3,P2-:Pepega
1689,14:51:08,tsunji_b3,P2-:KEKW
1691,14:51:10,toodthaiindy,P1+: play like a pro
1691,14:51:10,mrforzechy,P1+:kick him
1691,14:51:10,moszamos098,P1+: Fighting !!!
1694,14:51:14,tsunji_b3,P1+:Pog
1696,14:51:16,moszamos098,P1+: this ez game
1698,14:51:18,copper_coyn,P1+: use rasengan
1698,14:51:18,toodthaiindy,P2-: stop plz
1702,14:51:22,pankornza,-P1-: Too slow
1702,14:51:22,nineria_nananai,P1+: What! are you doing!
1705,14:51:25,tsunji_b3,P1+:That's LIT
1705,14:51:25,toodthaiindy,P2-: don't
1706,14:51:26,moszamos098,P1+: rasengen
1707,14:51:27,guymay1702,P1+:gg
1712,14:51:32,toodthaiindy,P2-: die plz
1713,14:51:33,moszamos098,P1+: rasengan shuriken
1716,14:51:36,toodthaiindy,P2-: hahahaha
1717,14:51:37,tsunji_b3,P1+:Pogchamp
1720,14:51:40,moszamos098,P1+: use power
1720,14:51:41,nineria_nananai,P2-: GGWP
1724,14:51:44,guymay1702,P1+:good game
1724,14:51:44,tsunji_b3,P1+:Faker?
1725,14:51:45,toodthaiindy,P2-: popo
1730,14:51:51,tsunji_b3,P2-:Just die
1730,14:51:51,guymay1702,P1+: kick
1732,14:51:53,moszamos098,P1+: Fighting now
1734,14:51:55,mrforzechy,P1:nice move
1736,14:51:57,nineria_nananai,P1+: Get him!!
1737,14:51:58,moszamos098,P1+: kick him
1737,14:51:58,copper_coyn,P2-: gg
1739,14:52:00,toodthaiindy,P2-: you're so noob
1740,14:52:01,pankornza,-P2+ : LUD Go Go
1740,14:52:01,guymay1702,P1+:nice move
1740,14:52:02,tsunji_b3,P1+:Aslan?
1741,14:52:04,moszamos098,P1+: this ez game
1742,14:52:05,guymay1702,P1+:let go
1742,14:52:05,nineria_nananai,P2-: Noob
1743,14:52:06,toodthaiindy,P2-: give up
1744,14:52:07,moszamos098,P1+: nice move
1746,14:52:09,guymay1702,P1+:fighting
1747,14:52:11,moszamos098,P1+: nice play
1748,14:52:11,tsunji_b3,P1+: Talon book Let's go
1749,14:52:12,toodthaiindy,P2-: STOPPPP
1750,14:52:14,moszamos098,P1+: nice kick
1754,14:52:17,tsunji_b3,P1+: KAMEHAMEHA
1755,14:52:19,guymay1702,P1+:kick
1755,14:52:19,moszamos098,P1+: nice !!!!!
1757,14:52:21,pankornza,-P1-: Nothing to say but you so noob
1758,14:52:22,toodthaiindy,P2-: no no no no wayyyyy
1759,14:52:23,moszamos098,P1+: kick
1763,14:52:28,tsunji_b3,P1+:Final FLASH
1772,14:53:15,nineria_nananai,P2-: Lets me have lunch
1772,14:53:15,copper_coyn,P2-: omae wa mou shindeiru
1811,14:53:55,toodthaiindy,P2-: stop stop stop!!!
1823,14:54:07,tsunji_b3,P1-:Loser bye
1824,14:54:08,toodthaiindy,P2-: lol
1837,14:54:21,toodthaiindy,P2-: take away
1849,14:54:33,toodthaiindy,P1+: fight
1852,14:54:36,toodthaiindy,P1+: kick
1862,14:54:46,toodthaiindy,P1+: kill him plz
1874,14:54:58,copper_coyn,P1+: fighting!!!
1885,14:55:08,nineria_nananai,P2-: --
1906,14:55:30,nineria_nananai,P1+: Number one!
